trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
628,670,min,linear@0.50,0.5038027799632834,0.6129032258064516
628,670,geometric@0.10,linear@0.90,-0.3151368895645274,0.06951871657754011
628,670,geometric@0.50,linear@0.90,-0.14493248199215608,0.20481927710843373
628,670,geometric@0.90,linear@0.90,0.15684016431329809,0.30718954248366015
628,670,min,linear@0.90,-0.13771126697392733,0.16279069767441862
628,670,geometric@0.50,geometric@0.10,0.16205386264094682,0.36054421768707484
628,670,geometric@0.90,geometric@0.10,-0.17339861281109753,0.16279069767441862
628,670,min,geometric@0.10,0.09459572685379136,0.2903225806451613
628,670,geometric@0.90,geometric@0.50,0.17169152649952396,0.4492753623188406
628,670,min,geometric@0.50,0.573518759959438,0.6949152542372882
628,670,min,geometric@0.90,0.12410369553226697,0.35135135135135137
629,671,linear@0.50,linear@0.10,-0.01747756258856873,0.3698630136986301
629,671,linear@0.90,linear@0.10,-0.3127773353054955,0.06382978723404255
629,671,geometric@0.10,linear@0.10,0.7220948686298714,0.8691588785046729
629,671,geometric@0.50,linear@0.10,-0.0530239493057497,0.36054421768707484
629,671,geometric@0.90,linear@0.10,-0.3124709321639758,0.14942528735632185
629,671,min,linear@0.10,-0.06909937888198758,0.2422360248447205
629,671,linear@0.90,linear@0.50,-0.015225424981522543,0.21212121212121213
629,671,geometric@0.10,linear@0.50,0.09422492401215804,0.41843971631205673
629,671,geometric@0.50,linear@0.50,0.8945364553588426,0.941747572815534
629,671,geometric@0.90,linear@0.50,0.1554582421019706,0.43884892086330934
629,671,min,linear@0.50,0.3996190476190476,0.5873015873015873
629,671,geometric@0.10,linear@0.90,-0.3426522935425449,0.06382978723404255
629,671,geometric@0.50,linear@0.90,-0.09175714162763816,0.20481927710843373
629,671,geometric@0.90,linear@0.90,0.27928031103775075,0.36054421768707484
629,671,min,linear@0.90,-0.1416509717920862,0.14942528735632185
629,671,geometric@0.50,geometric@0.10,0.06003396264109479,0.4084507042253521
629,671,geometric@0.90,geometric@0.10,-0.26529798684472794,0.14942528735632185
629,671,min,geometric@0.10,0.02961124896608768,0.28205128205128205
629,671,geometric@0.90,geometric@0.50,0.14245187436676798,0.41843971631205673
629,671,min,geometric@0.50,0.4652805544448887,0.6260162601626016
629,671,min,geometric@0.90,0.052527964205816555,0.3333333333333333
630,672,linear@0.50,linear@0.10,0.17211467259071195,0.4492753623188406
630,672,linear@0.90,linear@0.10,-0.2875326939843068,0.07526881720430108
630,672,geometric@0.10,linear@0.10,0.8400718778077271,0.8867924528301887
630,672,geometric@0.50,linear@0.10,0.12218343383053,0.4492753623188406
630,672,geometric@0.90,linear@0.10,-0.25366312676435004,0.15606936416184972
630,672,min,linear@0.10,0.05780494015788133,0.2987012987012987
630,672,linear@0.90,linear@0.50,-0.08543976348854398,0.21212121212121213
630,672,geometric@0.10,linear@0.50,0.2350762527233115,0.47058823529411764
630,672,geometric@0.50,linear@0.50,0.8864397813436784,0.8691588785046729
630,672,geometric@0.90,linear@0.50,0.12641489474240983,0.4492753623188406
630,672,min,linear@0.50,0.5268895348837209,0.5503875968992248
630,672,geometric@0.10,linear@0.90,-0.3349764501323543,0.07526881720430108
630,672,geometric@0.50,linear@0.90,-0.16256545448674659,0.1695906432748538
630,672,geometric@0.90,linear@0.90,0.21142344308538535,0.3793103448275862
630,672,min,linear@0.90,-0.1624135240280877,0.14285714285714285
630,672,geometric@0.50,geometric@0.10,0.18783858485351024,0.48148148148148145
630,672,geometric@0.90,geometric@0.10,-0.22698218414252688,0.16279069767441862
630,672,min,geometric@0.10,0.1109933774834437,0.32450331125827814
630,672,geometric@0.90,geometric@0.50,0.11612331330641189,0.3986013986013986
630,672,min,geometric@0.50,0.598560575769692,0.6260162601626016
630,672,min,geometric@0.90,0.07740492170022371,0.3333333333333333
631,673,linear@0.50,linear@0.10,0.030303030303030304,0.3888888888888889
631,673,linear@0.90,linear@0.10,-0.25546415981198595,0.08108108108108109
631,673,geometric@0.10,linear@0.10,0.7667565139263254,0.8867924528301887
631,673,geometric@0.50,linear@0.10,-0.014873934337021583,0.3422818791946309
631,673,geometric@0.90,linear@0.10,-0.2737662337662337,0.13636363636363635
631,673,min,linear@0.10,-0.044441119257818344,0.21951219512195122
631,673,linear@0.90,linear@0.50,-0.00743092128995022,0.19760479041916168
631,673,geometric@0.10,linear@0.50,0.12814096548847878,0.43884892086330934
631,673,geometric@0.50,linear@0.50,0.8677481925586317,0.8691588785046729
631,673,geometric@0.90,linear@0.50,0.175886524822695,0.41843971631205673
631,673,min,linear@0.50,0.44281964754405695,0.5748031496062992
631,673,geometric@0.10,linear@0.90,-0.33550667260864697,0.08108108108108109
631,673,geometric@0.50,linear@0.90,-0.13039614967651939,0.19047619047619047
631,673,geometric@0.90,linear@0.90,0.13932158923931176,0.26582278481012656
631,673,min,linear@0.90,-0.1664717449440759,0.14942528735632185
631,673,geometric@0.50,geometric@0.10,0.08184772973505366,0.3986013986013986
631,673,geometric@0.90,geometric@0.10,-0.23074878745598298,0.14942528735632185
631,673,min,geometric@0.10,0.04329597677981134,0.26582278481012656
631,673,geometric@0.90,geometric@0.50,0.16818642350557242,0.41843971631205673
631,673,min,geometric@0.50,0.5223140495867769,0.6528925619834711
631,673,min,geometric@0.90,0.09924517752306403,0.36054421768707484
632,674,linear@0.50,linear@0.10,0.03639846743295019,0.3793103448275862
632,674,linear@0.90,linear@0.10,-0.3216374269005848,0.05263157894736842
632,674,geometric@0.10,linear@0.10,0.8399267399267398,0.9047619047619048
632,674,geometric@0.50,linear@0.10,-0.01668782876836568,0.3422818791946309
632,674,geometric@0.90,linear@0.10,-0.34314090626939786,0.1111111111111111
632,674,min,linear@0.10,-0.07841614906832298,0.2422360248447205
632,674,linear@0.90,linear@0.50,-0.10431116551067592,0.16279069767441862
632,674,geometric@0.10,linear@0.50,0.09503546099290779,0.41843971631205673
632,674,geometric@0.50,linear@0.50,0.8497619467466057,0.8691588785046729
632,674,geometric@0.90,linear@0.50,0.09260385005065856,0.41843971631205673
632,674,min,linear@0.50,0.37193650793650795,0.5873015873015873
632,674,geometric@0.10,linear@0.90,-0.39429484886404637,0.0582010582010582
632,674,geometric@0.50,linear@0.90,-0.19723050881698487,0.14942528735632185
632,674,geometric@0.90,linear@0.90,0.18984696182492683,0.30718954248366015
632,674,min,linear@0.90,-0.20619716295778073,0.12359550561797752
632,674,geometric@0.50,geometric@0.10,0.0371647509578544,0.3793103448275862
632,674,geometric@0.90,geometric@0.10,-0.3244461372436997,0.12359550561797752
632,674,min,geometric@0.10,-0.03103054058468071,0.27388535031847133
632,674,geometric@0.90,geometric@0.50,0.08320847068224951,0.4084507042253521
632,674,min,geometric@0.50,0.4610454351232019,0.680672268907563
632,674,min,geometric@0.90,0.03456517742232028,0.35135135135135137
633,675,linear@0.50,linear@0.10,0.05376945298667413,0.36054421768707484
633,675,linear@0.90,linear@0.10,-0.24223461144612585,0.06382978723404255
633,675,geometric@0.10,linear@0.10,0.8307692307692306,0.9047619047619048
633,675,geometric@0.50,linear@0.10,0.022460850111856823,0.3333333333333333
633,675,geometric@0.90,linear@0.10,-0.27697974217311233,0.10497237569060773
633,675,min,linear@0.10,-0.007336934612593728,0.26582278481012656
633,675,linear@0.90,linear@0.50,0.01951219512195122,0.21212121212121213
633,675,geometric@0.10,linear@0.50,0.11283524904214558,0.3793103448275862
633,675,geometric@0.50,linear@0.50,0.8846153846153846,0.9047619047619048
633,675,geometric@0.90,linear@0.50,0.1602482025017236,0.3986013986013986
633,675,min,linear@0.50,0.4952380952380952,0.6666666666666666
633,675,geometric@0.10,linear@0.90,-0.3022410948978135,0.06382978723404255
633,675,geometric@0.50,linear@0.90,-0.08318269655610455,0.19760479041916168
633,675,geometric@0.90,linear@0.90,0.2600594799573415,0.3333333333333333
633,675,min,linear@0.90,-0.11290177731243706,0.15606936416184972
633,675,geometric@0.50,geometric@0.10,0.08172584102134003,0.36054421768707484
633,675,geometric@0.90,geometric@0.10,-0.24650053355093843,0.11731843575418995
633,675,min,geometric@0.10,0.04482614160033514,0.2903225806451613
633,675,geometric@0.90,geometric@0.50,0.12528735632183907,0.3793103448275862
633,675,min,geometric@0.50,0.5716247139588101,0.7391304347826086
633,675,min,geometric@0.90,0.06012547926106658,0.3157894736842105
634,676,linear@0.50,linear@0.10,-0.018344519015659953,0.3333333333333333
634,676,linear@0.90,linear@0.10,-0.3305189688168411,0.0582010582010582
634,676,geometric@0.10,linear@0.10,0.7699626231736324,0.8348623853211009
634,676,geometric@0.50,linear@0.10,-0.03955968352253183,0.30718954248366015
634,676,geometric@0.90,linear@0.10,-0.3313469894475481,0.1111111111111111
634,676,min,linear@0.10,-0.050786163522012574,0.25
634,676,linear@0.90,linear@0.50,-0.06630113267441022,0.19760479041916168
634,676,geometric@0.10,linear@0.50,0.056837478773349305,0.4084507042253521
634,676,geometric@0.50,linear@0.50,0.882479784366577,0.8867924528301887
634,676,geometric@0.90,linear@0.50,0.15601233299075026,0.42857142857142855
634,676,min,linear@0.50,0.4508863121418099,0.6260162601626016
634,676,geometric@0.10,linear@0.90,-0.40664340658013237,0.08108108108108109
634,676,geometric@0.50,linear@0.90,-0.19028243285900445,0.1834319526627219
634,676,geometric@0.90,linear@0.90,0.16937445098481374,0.3157894736842105
634,676,min,linear@0.90,-0.21532723226838058,0.12994350282485875
634,676,geometric@0.50,geometric@0.10,0.03639846743295019,0.3793103448275862
634,676,geometric@0.90,geometric@0.10,-0.29748622126629926,0.15606936416184972
634,676,min,geometric@0.10,0.02596723597072151,0.3157894736842105
634,676,geometric@0.90,geometric@0.50,0.11181911613566291,0.42857142857142855
634,676,min,geometric@0.50,0.5174476570289134,0.680672268907563
634,676,min,geometric@0.90,0.017776228651097944,0.3157894736842105
635,677,linear@0.50,linear@0.10,-0.006429969247973162,0.36054421768707484
635,677,linear@0.90,linear@0.10,-0.3308032890575585,0.06951871657754011
635,677,geometric@0.10,linear@0.10,0.712925409980603,0.8691588785046729
635,677,geometric@0.50,linear@0.10,-0.027762456333884907,0.35135135135135137
635,677,geometric@0.90,linear@0.10,-0.3312409767120708,0.11731843575418995
635,677,min,linear@0.10,-0.09181141439205956,0.28205128205128205
635,677,linear@0.90,linear@0.50,-0.03900628645004923,0.22699386503067484
635,677,geometric@0.10,linear@0.50,0.11077814404155428,0.4084507042253521
635,677,geometric@0.50,linear@0.50,0.8846153846153846,0.9230769230769231
635,677,geometric@0.90,linear@0.50,0.11655011655011654,0.3888888888888889
635,677,min,linear@0.50,0.4952380952380952,0.6666666666666666
635,677,geometric@0.10,linear@0.90,-0.35535972975025537,0.08108108108108109
635,677,geometric@0.50,linear@0.90,-0.13466844169230474,0.20481927710843373
635,677,geometric@0.90,linear@0.90,0.2556957668262588,0.36054421768707484
635,677,min,linear@0.90,-0.11690960738682359,0.15606936416184972
635,677,geometric@0.50,geometric@0.10,0.08795429922190484,0.3986013986013986
635,677,geometric@0.90,geometric@0.10,-0.2660755336617405,0.14285714285714285
635,677,min,geometric@0.10,0.012097130242825606,0.32450331125827814
635,677,geometric@0.90,geometric@0.50,0.08795465281058101,0.3698630136986301
635,677,min,geometric@0.50,0.572944297082228,0.7094017094017094
635,677,min,geometric@0.90,0.07314620863007959,0.2903225806451613
636,678,linear@0.50,linear@0.10,0.06548158897152184,0.3422818791946309
636,678,linear@0.90,linear@0.10,-0.2826510721247563,0.05263157894736842
636,678,geometric@0.10,linear@0.10,0.802197802197802,0.9047619047619048
636,678,geometric@0.50,linear@0.10,0.02884092145837112,0.3422818791946309
636,678,geometric@0.90,linear@0.10,-0.2811918063314711,0.1111111111111111
636,678,min,linear@0.10,-0.053938563250826424,0.26582278481012656
636,678,linear@0.90,linear@0.50,-0.05513673318551368,0.21212121212121213
636,678,geometric@0.10,linear@0.50,0.1421455938697318,0.3793103448275862
636,678,geometric@0.50,linear@0.50,0.8711725168035849,0.9230769230769231
636,678,geometric@0.90,linear@0.50,0.12106885919835561,0.42857142857142855
636,678,min,linear@0.50,0.41130158730158733,0.5873015873015873
636,678,geometric@0.10,linear@0.90,-0.32327350059155263,0.06382978723404255
636,678,geometric@0.50,linear@0.90,-0.1369033003569427,0.19047619047619047
636,678,geometric@0.90,linear@0.90,0.2474969339759782,0.35135135135135137
636,678,min,linear@0.90,-0.13926267111229065,0.11731843575418995
636,678,geometric@0.50,geometric@0.10,0.10402298850574712,0.3793103448275862
636,678,geometric@0.90,geometric@0.10,-0.248904970481813,0.12359550561797752
636,678,min,geometric@0.10,0.011798658857482386,0.2987012987012987
636,678,geometric@0.90,geometric@0.50,0.10784989658229094,0.3986013986013986
636,678,min,geometric@0.50,0.49166999866719974,0.6260162601626016
636,678,min,geometric@0.90,0.05536501714845663,0.27388535031847133
637,679,linear@0.50,linear@0.10,0.004044861187718331,0.35135135135135137
637,679,linear@0.90,linear@0.10,-0.3215130023640662,0.0582010582010582
637,679,geometric@0.10,linear@0.10,0.7498132935026139,0.9230769230769231
637,679,geometric@0.50,linear@0.10,-0.019045891529113006,0.3422818791946309
637,679,geometric@0.90,linear@0.10,-0.36772191185599,0.1111111111111111
637,679,min,linear@0.10,-0.07141151182230714,0.2578616352201258
637,679,linear@0.90,linear@0.50,-0.06159110350727118,0.19047619047619047
637,679,geometric@0.10,linear@0.50,0.10996168582375479,0.3793103448275862
637,679,geometric@0.50,linear@0.50,0.8838758804492672,0.941747572815534
637,679,geometric@0.90,linear@0.50,0.08181000899011087,0.4084507042253521
637,679,min,linear@0.50,0.4554920634920635,0.5873015873015873
637,679,geometric@0.10,linear@0.90,-0.34831815753378664,0.0582010582010582
637,679,geometric@0.50,linear@0.90,-0.16027300064954325,0.17647058823529413
637,679,geometric@0.90,linear@0.90,0.27226124711473376,0.3422818791946309
637,679,min,linear@0.90,-0.17045502180192537,0.10497237569060773
637,679,geometric@0.50,geometric@0.10,0.08587623996221067,0.3698630136986301
637,679,geometric@0.90,geometric@0.10,-0.3035439137134052,0.12994350282485875
637,679,min,geometric@0.10,0.023655913978494623,0.28205128205128205
637,679,geometric@0.90,geometric@0.50,0.04304146557667684,0.3986013986013986
637,679,min,geometric@0.50,0.5305877648940422,0.6260162601626016
637,679,min,geometric@0.90,-0.005955334987593053,0.28205128205128205
638,680,linear@0.50,linear@0.10,0.08854331958108538,0.4492753623188406
638,680,linear@0.90,linear@0.10,-0.2762538447052916,0.11731843575418995
638,680,geometric@0.10,linear@0.10,0.808058608058608,0.9047619047619048
638,680,geometric@0.50,linear@0.10,0.06885919835560124,0.42857142857142855
638,680,geometric@0.90,linear@0.10,-0.26489877388080985,0.19047619047619047
638,680,min,linear@0.10,0.03210593143479049,0.3422818791946309
638,680,linear@0.90,linear@0.50,0.03870967741935484,0.28205128205128205
638,680,geometric@0.10,linear@0.50,0.17167755991285402,0.47058823529411764
638,680,geometric@0.50,linear@0.50,0.9018867924528304,0.8867924528301887
638,680,geometric@0.90,linear@0.50,0.19128381279519102,0.45985401459854014
638,680,min,linear@0.50,0.5420674705324482,0.639344262295082
638,680,geometric@0.10,linear@0.90,-0.298474105542835,0.11731843575418995
638,680,geometric@0.50,linear@0.90,-0.04146507819484375,0.26582278481012656
638,680,geometric@0.90,linear@0.90,0.3686339080259877,0.41843971631205673
638,680,min,linear@0.90,-0.05806303605619422,0.20481927710843373
638,680,geometric@0.50,geometric@0.10,0.1484184914841849,0.4492753623188406
638,680,geometric@0.90,geometric@0.10,-0.22440832620473342,0.19047619047619047
638,680,min,geometric@0.10,0.10495984884270194,0.3698630136986301
638,680,geometric@0.90,geometric@0.50,0.16338233760817433,0.43884892086330934
638,680,min,geometric@0.50,0.6053639846743294,0.7094017094017094
638,680,min,geometric@0.90,0.11322337154039698,0.36054421768707484
639,681,linear@0.50,linear@0.10,-0.06527021365731042,0.2903225806451613
639,681,linear@0.90,linear@0.10,-0.34057365636313003,0.05263157894736842
639,681,geometric@0.10,linear@0.10,0.6867142371729529,0.8348623853211009
639,681,geometric@0.50,linear@0.10,-0.0834558223093255,0.27388535031847133
639,681,geometric@0.90,linear@0.10,-0.3428926132836747,0.1111111111111111
639,681,min,linear@0.10,-0.09445676274944567,0.21212121212121213
639,681,linear@0.90,linear@0.50,-0.05351071692535107,0.21212121212121213
639,681,geometric@0.10,linear@0.50,0.047067475638904205,0.35135135135135137
639,681,geometric@0.50,linear@0.50,0.8853622106049291,0.9230769230769231
639,681,geometric@0.90,linear@0.50,0.13997944501541623,0.42857142857142855
639,681,min,linear@0.50,0.43530686898794196,0.639344262295082
639,681,geometric@0.10,linear@0.90,-0.3741214981311049,0.05263157894736842
639,681,geometric@0.50,linear@0.90,-0.15763141540198372,0.19760479041916168
639,681,geometric@0.90,linear@0.90,0.244296570457371,0.36054421768707484
639,681,min,linear@0.90,-0.2078428384764501,0.14285714285714285
639,681,geometric@0.50,geometric@0.10,0.026756152125279643,0.3333333333333333
639,681,geometric@0.90,geometric@0.10,-0.29659155106396334,0.11731843575418995
639,681,min,geometric@0.10,0.010400709505764735,0.26582278481012656
639,681,geometric@0.90,geometric@0.50,0.09539506542802917,0.4084507042253521
639,681,min,geometric@0.50,0.5089091699261191,0.6949152542372882
639,681,min,geometric@0.90,-0.012547926106657373,0.3157894736842105
640,682,linear@0.50,linear@0.10,0.04797979797979798,0.3888888888888889
640,682,linear@0.90,linear@0.10,-0.2768233018545909,0.06382978723404255
640,682,geometric@0.10,linear@0.10,0.8229589137718215,0.8691588785046729
640,682,geometric@0.50,linear@0.10,0.018702460850111857,0.3333333333333333
640,682,geometric@0.90,linear@0.10,-0.2943318059129998,0.11731843575418995
640,682,min,linear@0.10,-0.05093167701863354,0.2422360248447205
640,682,linear@0.90,linear@0.50,-0.047267664462234606,0.17647058823529413
640,682,geometric@0.10,linear@0.50,0.11145865915962881,0.43884892086330934
640,682,geometric@0.50,linear@0.50,0.861551292743953,0.8181818181818182
640,682,geometric@0.90,linear@0.50,0.14801864801864803,0.3888888888888889
640,682,min,linear@0.50,0.45256842894638166,0.5748031496062992
640,682,geometric@0.10,linear@0.90,-0.3593006405496477,0.06951871657754011
640,682,geometric@0.50,linear@0.90,-0.1843130354382787,0.15606936416184972
640,682,geometric@0.90,linear@0.90,0.1550395529538978,0.2987012987012987
640,682,min,linear@0.90,-0.19738572210895766,0.11731843575418995
640,682,geometric@0.50,geometric@0.10,0.08045977011494253,0.3793103448275862
640,682,geometric@0.90,geometric@0.10,-0.26857142857142857,0.13636363636363635
640,682,min,geometric@0.10,0.0036393713813068656,0.28205128205128205
640,682,geometric@0.90,geometric@0.50,0.1045066045066045,0.3888888888888889
640,682,min,geometric@0.50,0.5238095238095238,0.6666666666666666
640,682,min,geometric@0.90,0.0412796697626419,0.30718954248366015
641,683,linear@0.50,linear@0.10,0.020306513409961684,0.3793103448275862
641,683,linear@0.90,linear@0.10,-0.30822619183069744,0.06382978723404255
641,683,geometric@0.10,linear@0.10,0.7876316683656134,0.8348623853211009
641,683,geometric@0.50,linear@0.10,-0.007436967168510791,0.3422818791946309
641,683,geometric@0.90,linear@0.10,-0.25969656573351113,0.12359550561797752
641,683,min,linear@0.10,-0.03537074907218056,0.22699386503067484
641,683,linear@0.90,linear@0.50,0.03233088768846247,0.26582278481012656
641,683,geometric@0.10,linear@0.50,0.09256320744737122,0.4492753623188406
641,683,geometric@0.50,linear@0.50,0.8850290953976372,0.8691588785046729
641,683,geometric@0.90,linear@0.50,0.2328879753340185,0.42857142857142855
641,683,min,linear@0.50,0.44660317460317467,0.5873015873015873
641,683,geometric@0.10,linear@0.90,-0.35816374816925417,0.08108108108108109
641,683,geometric@0.50,linear@0.90,-0.06663951738522297,0.25
641,683,geometric@0.90,linear@0.90,0.24380198416236978,0.3698630136986301
641,683,min,linear@0.90,-0.10870902154309184,0.21212121212121213
641,683,geometric@0.50,geometric@0.10,0.060833083608031156,0.4084507042253521
641,683,geometric@0.90,geometric@0.10,-0.2344694704670786,0.14942528735632185
641,683,min,geometric@0.10,0.027460711331679072,0.28205128205128205
641,683,geometric@0.90,geometric@0.50,0.20263424518743664,0.41843971631205673
641,683,min,geometric@0.50,0.5079889807162534,0.6528925619834711
641,683,min,geometric@0.90,0.11693325979040266,0.35135135135135137
642,684,linear@0.50,linear@0.10,0.06934731934731934,0.3888888888888889
642,684,linear@0.90,linear@0.10,-0.2863807031516668,0.06382978723404255
642,684,geometric@0.10,linear@0.10,0.8289377289377288,0.9047619047619048
642,684,geometric@0.50,linear@0.10,0.02996874425445854,0.35135135135135137
642,684,geometric@0.90,linear@0.10,-0.2792118226600985,0.14285714285714285
642,684,min,linear@0.10,0.0042194092827004225,0.2578616352201258
642,684,linear@0.90,linear@0.50,-0.033515881708652794,0.20481927710843373
642,684,geometric@0.10,linear@0.50,0.13381294964028778,0.42857142857142855
642,684,geometric@0.50,linear@0.50,0.8923076923076921,0.9047619047619048
642,684,geometric@0.90,linear@0.50,0.1751824817518248,0.45985401459854014
642,684,min,linear@0.50,0.5109063812491532,0.639344262295082
642,684,geometric@0.10,linear@0.90,-0.3598595140769233,0.06951871657754011
642,684,geometric@0.50,linear@0.90,-0.13921198231822063,0.19760479041916168
642,684,geometric@0.90,linear@0.90,0.19402084264890587,0.3157894736842105
642,684,min,linear@0.90,-0.1789362716037257,0.16279069767441862
642,684,geometric@0.50,geometric@0.10,0.09090909090909091,0.3888888888888889
642,684,geometric@0.90,geometric@0.10,-0.24955800353597174,0.16279069767441862
642,684,min,geometric@0.10,0.05957268537913699,0.2903225806451613
642,684,geometric@0.90,geometric@0.50,0.1614426792614856,0.45985401459854014
642,684,min,geometric@0.50,0.5814913056292366,0.7094017094017094
642,684,min,geometric@0.90,0.08280891019878132,0.4084507042253521
643,685,linear@0.50,linear@0.10,0.03639846743295019,0.3793103448275862
643,685,linear@0.90,linear@0.10,-0.3470185728250244,0.06951871657754011
643,685,geometric@0.10,linear@0.10,0.7707635337682949,0.8691588785046729
643,685,geometric@0.50,linear@0.10,0.007471264367816092,0.3793103448275862
643,685,geometric@0.90,linear@0.10,-0.31676938880328714,0.12994350282485875
643,685,min,linear@0.10,-0.01771585827313382,0.30718954248366015
643,685,linear@0.90,linear@0.50,-0.07967180430948548,0.2345679012345679
643,685,geometric@0.10,linear@0.50,0.12735990410548395,0.4084507042253521
643,685,geometric@0.50,linear@0.50,0.8816849816849817,0.9047619047619048
643,685,geometric@0.90,linear@0.50,0.14016714270601924,0.4492753623188406
643,685,min,linear@0.50,0.48815426997245176,0.6528925619834711
643,685,geometric@0.10,linear@0.90,-0.3699689473051777,0.07526881720430108
643,685,geometric@0.50,linear@0.90,-0.14965100303614204,0.20481927710843373
643,685,geometric@0.90,linear@0.90,0.2488813357704038,0.3888888888888889
643,685,min,linear@0.90,-0.17567932469670317,0.15606936416184972
643,685,geometric@0.50,geometric@0.10,0.09639396663669962,0.4084507042253521
643,685,geometric@0.90,geometric@0.10,-0.26516510530861737,0.14942528735632185
643,685,min,geometric@0.10,0.06272930648769574,0.3333333333333333
643,685,geometric@0.90,geometric@0.50,0.1235640795125362,0.4084507042253521
643,685,min,geometric@0.50,0.5661169415292354,0.7241379310344828
643,685,min,geometric@0.90,0.05914988814317673,0.3333333333333333
644,686,linear@0.50,linear@0.10,0.05954710651383841,0.36054421768707484
644,686,linear@0.90,linear@0.10,-0.2715894868585732,0.06382978723404255
644,686,geometric@0.10,linear@0.10,0.7567567567567567,0.7857142857142857
644,686,geometric@0.50,linear@0.10,0.03272660415517558,0.35135135135135137
644,686,geometric@0.90,linear@0.10,-0.26874678993323065,0.12994350282485875
644,686,min,linear@0.10,-0.010110659979301013,0.2578616352201258
644,686,linear@0.90,linear@0.50,-0.04419731964642144,0.19047619047619047
644,686,geometric@0.10,linear@0.50,0.1313463514902364,0.42857142857142855
644,686,geometric@0.50,linear@0.50,0.8754997144488865,0.941747572815534
644,686,geometric@0.90,linear@0.50,0.11732711732711733,0.3888888888888889
644,686,min,linear@0.50,0.47994135679061706,0.6260162601626016
644,686,geometric@0.10,linear@0.90,-0.3327382960225743,0.07526881720430108
644,686,geometric@0.50,linear@0.90,-0.1303032525606043,0.17647058823529413
644,686,geometric@0.90,linear@0.90,0.26807765253729204,0.36054421768707484
644,686,min,linear@0.90,-0.15387550790650825,0.13636363636363635
644,686,geometric@0.50,geometric@0.10,0.1091469681397739,0.42857142857142855
644,686,geometric@0.90,geometric@0.10,-0.25766830870279145,0.14285714285714285
644,686,min,geometric@0.10,0.058719646799117,0.32450331125827814
644,686,geometric@0.90,geometric@0.50,0.09475673122342938,0.3698630136986301
644,686,min,geometric@0.50,0.5647058823529412,0.6666666666666666
644,686,min,geometric@0.90,0.024382069543359863,0.2903225806451613
645,687,linear@0.50,linear@0.10,0.03145961265942371,0.3698630136986301
645,687,linear@0.90,linear@0.10,-0.29657477025898077,0.05263157894736842
645,687,geometric@0.10,linear@0.10,0.7125727384940929,0.8691588785046729
645,687,geometric@0.50,linear@0.10,0.006067291781577496,0.35135135135135137
645,687,geometric@0.90,linear@0.10,-0.33064935064935064,0.13636363636363635
645,687,min,linear@0.10,-0.021721378409276498,0.27388535031847133
645,687,linear@0.90,linear@0.50,-0.07958058878881571,0.15606936416184972
645,687,geometric@0.10,linear@0.50,0.15580678314491267,0.42857142857142855
645,687,geometric@0.50,linear@0.50,0.8925426774483379,0.8867924528301887
645,687,geometric@0.90,linear@0.50,0.08600539406652681,0.4084507042253521
645,687,min,linear@0.50,0.44033569367951736,0.6129032258064516
645,687,geometric@0.10,linear@0.90,-0.34811574273464896,0.06382978723404255
645,687,geometric@0.50,linear@0.90,-0.2002229485657128,0.13636363636363635
645,687,geometric@0.90,linear@0.90,0.17018184504562037,0.28205128205128205
645,687,min,linear@0.90,-0.2226114136476862,0.09289617486338798
645,687,geometric@0.50,geometric@0.10,0.12955748676455897,0.4084507042253521
645,687,geometric@0.90,geometric@0.10,-0.2658778729770162,0.16279069767441862
645,687,min,geometric@0.10,0.09492273730684327,0.32450331125827814
645,687,geometric@0.90,geometric@0.50,0.04544166273027869,0.3698630136986301
645,687,min,geometric@0.50,0.5097783572359844,0.6949152542372882
645,687,min,geometric@0.90,-0.015651874785001723,0.30718954248366015
646,688,linear@0.50,linear@0.10,0.05749805749805749,0.3888888888888889
646,688,linear@0.90,linear@0.10,-0.3213352340223331,0.08695652173913043
646,688,geometric@0.10,linear@0.10,0.7509433962264151,0.8867924528301887
646,688,geometric@0.50,linear@0.10,0.050699300699300696,0.3888888888888889
646,688,geometric@0.90,linear@0.10,-0.2878075010082001,0.15606936416184972
646,688,min,linear@0.10,0.04052980132450332,0.32450331125827814
646,688,linear@0.90,linear@0.50,-0.05015723270440252,0.25
646,688,geometric@0.10,linear@0.50,0.1581260613325342,0.4084507042253521
646,688,geometric@0.50,linear@0.50,0.9032933561774225,0.941747572815534
646,688,geometric@0.90,linear@0.50,0.13794182045667813,0.43884892086330934
646,688,min,linear@0.50,0.4914600550964187,0.6528925619834711
646,688,geometric@0.10,linear@0.90,-0.32714441873342653,0.08695652173913043
646,688,geometric@0.50,linear@0.90,-0.13459583535682224,0.22699386503067484
646,688,geometric@0.90,linear@0.90,0.30218669383531027,0.41843971631205673
646,688,min,linear@0.90,-0.17998449878215816,0.16279069767441862
646,688,geometric@0.50,geometric@0.10,0.15093397263010686,0.4084507042253521
646,688,geometric@0.90,geometric@0.10,-0.23107944616211856,0.15606936416184972
646,688,min,geometric@0.10,0.13404679847632867,0.3422818791946309
646,688,geometric@0.90,geometric@0.50,0.103951367781155,0.41843971631205673
646,688,min,geometric@0.50,0.5555555555555557,0.6949152542372882
646,688,min,geometric@0.90,0.01262693156732892,0.32450331125827814
647,689,linear@0.50,linear@0.10,-0.027901131126937578,0.2903225806451613
647,689,linear@0.90,linear@0.10,-0.34293193717277487,0.041666666666666664
